,user_id,birthdate,age_in_years,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,days_as_customer,total_sessions,avg_clicks_per_session,proportion_planning_sessions,avg_session_duration_seconds,avg_sessions_per_month,days_since_last_session,days_since_last_booking,avg_booking_lead_time_days,avg_cancellation_lead_time_days,total_trips,trips_with_flight_and_hotel,proportion_trips_with_flight_and_hotel,total_trips_cancelled,trip_cancellation_rate,total_flights,flights_with_return,proportion_flights_with_return,avg_flight_price,stddev_flight_price,avg_flight_discount_pct,avg_flight_discount_savings,total_flight_discount_savings,total_flight_spend,flights_with_discount,proportion_flights_with_discount,avg_seats_booked,stddev_seats,avg_bags_checked,stddev_checked_bags,top_airline,airline_variety,airline_concentration,top_flight_route,flight_route_variety,flight_route_concentration,avg_distance_flown,stddev_distance_flown_km,proportion_longhaul_flights,total_hotels_booked,avg_hotel_price_per_room,stddev_hotel_per_room_usd,hotels_with_discount,proportion_hotels_with_discount,avg_hotel_discount_pct,avg_hotel_discount_savings,total_hotel_discount_savings,total_hotel_spend,avg_trip_length_nights,stddev_stay_in_nights,avg_rooms_booked,stddev_rooms,top_hotel_chain,hotel_chain_variety,hotel_chain_concentration,never_booked_trips,never_cancelled_trips,never_booked_flights,booked_only_one_flight,never_booked_flights_with_discounts,never_booked_hotels,booked_only_one_hotel,never_booked_hotels_with_discounts,total_spend,total_savings
977,510960,1985-06-04,38.0,F,False,False,usa,tallahassee,TLH,30.396,-84.35,2023-01-05,204,8,20.875,0.375,154.75,1.6,76.0,76.0,7.666666666666667,0.0,3,2,0.6666666666666666,0,0.0,3,3,1.0,231.42,117.75775430943,0.0,0.0,0.0,694.26,0,0.0,1.0,0.0,0.3333333333333333,0.5773502691896257,Delta Air Lines,3,0.3333333333333333,TLH-CLT,3,0.3333333333333333,1235.7735546660072,600.7018878871536,0.0,2,143.5,120.91525958289962,0,0.0,0.0,0.0,0.0,287.0,2.5,0.7071067811865476,1.0,0.0,Accor,2,0.5,False,True,False,False,True,False,False,True,981.26,0.0
978,510961,1977-11-24,45.0,F,True,False,usa,st. petersburg,SPG,27.765,-82.627,2023-01-05,204,7,17.285714285714285,0.42857142857142855,129.14285714285714,1.75,88.0,157.0,4.666666666666667,0.0,3,2,0.6666666666666666,0,0.0,2,1,0.5,467.24,430.472466250746,0.125,35.57575,71.1515,863.3285,2,1.0,1.0,0.0,0.5,0.7071067811865476,Alaska Airlines,2,0.5,SPG-PDX,2,0.5,2917.3102112031856,1561.1168244422702,0.0,3,141.0,48.75448697299562,0,0.0,0.0,0.0,0.0,423.0,4.666666666666667,2.8867513459481287,1.0,0.0,Accor,2,0.6666666666666666,False,True,False,False,False,False,False,True,1286.3285,71.1515
979,510972,1996-07-24,27.0,F,True,True,usa,tucson,TUS,32.116,-110.941,2023-01-05,204,8,15.5,0.375,117.75,2.6666666666666665,123.0,123.0,9.333333333333334,0.0,3,3,1.0,0,0.0,3,3,1.0,394.2366666666667,528.822220820318,0.1,100.46,100.46,1082.25,1,0.3333333333333333,1.3333333333333333,0.5773502691896257,0.6666666666666666,0.5773502691896257,American Airlines,3,0.3333333333333333,TUS-CLT,3,0.3333333333333333,1270.1653943293015,1315.9819730755523,0.0,3,375.3333333333333,232.577585621085,0,0.0,0.0,0.0,0.0,1126.0,2.3333333333333335,1.5275252316519468,1.3333333333333333,0.5773502691896257,Aman Resorts,3,0.3333333333333333,False,True,False,False,False,False,False,True,2208.25,100.46
980,511017,1964-03-26,59.0,M,True,False,usa,chicago,UGN,42.422,-87.868,2023-01-05,204,8,12.0,0.125,89.375,1.1428571428571428,12.0,203.0,7.0,0.0,1,1,1.0,0,0.0,1,1,1.0,511.25,0.0,0.0,0.0,0.0,511.25,0,0.0,1.0,0.0,1.0,0.0,American Airlines,1,1.0,UGN-SEA,1,1.0,2743.707211818845,0.0,0.0,1,177.0,0.0,0,0.0,0.0,0.0,0.0,177.0,2.0,0.0,1.0,0.0,NH Hotel,1,1.0,False,True,False,True,True,False,True,True,688.25,0.0
981,511055,1989-01-09,34.0,F,False,False,usa,des moines,DSM,41.534,-93.663,2023-01-05,204,8,13.625,0.25,101.625,1.3333333333333333,47.0,47.0,9.0,0.0,2,2,1.0,0,0.0,2,2,1.0,314.46,189.462190951124,0.1,44.843,44.843,584.077,1,0.5,1.5,0.7071067811865476,0.5,0.7071067811865476,Air France,2,0.5,DSM-CLT,2,0.5,1158.4367013424585,215.29894624214322,0.0,2,191.0,94.75230867899737,0,0.0,0.0,0.0,0.0,382.0,2.0,1.414213562373095,1.5,0.7071067811865476,Accor,2,0.5,False,True,False,False,False,False,False,True,966.077,44.843
982,511066,1989-07-02,34.0,F,False,False,usa,indianapolis,IND,39.717,-86.294,2023-01-05,204,7,22.0,0.2857142857142857,163.0,1.75,88.0,111.0,7.0,0.0,2,2,1.0,0,0.0,2,2,1.0,273.32,12.685495654486662,0.0,0.0,0.0,546.64,0,0.0,1.0,0.0,0.0,0.0,American Airlines,2,0.5,IND-DEN,2,0.5,1570.5000504854765,4.689838741003722,0.0,2,194.0,114.5512985522207,0,0.0,0.0,0.0,0.0,388.0,3.0,0.0,1.0,0.0,Crowne Plaza,2,0.5,False,True,False,False,True,False,False,True,934.64,0.0
983,511093,1986-02-11,37.0,F,False,True,usa,milwaukee,MKE,42.947,-87.896,2023-01-05,204,8,16.125,0.375,121.0,1.6,84.0,122.0,6.0,0.0,3,2,0.6666666666666666,0,0.0,2,2,1.0,221.68,34.25225248067636,0.15,29.619,29.619,413.741,1,0.5,1.0,0.0,0.0,0.0,American Airlines,2,0.5,MKE-JAX,2,0.5,1299.0702339617537,270.08607474395274,0.0,3,137.0,87.10912696153027,2,0.6666666666666666,0.1,14.8,29.6,381.4,3.3333333333333335,2.516611478423583,1.0,0.0,Crowne Plaza,3,0.3333333333333333,False,True,False,False,False,False,False,False,795.141,59.219
984,511122,1976-10-11,46.0,F,True,False,canada,montreal,YHU,45.517,-73.417,2023-01-05,204,8,14.0,0.25,103.625,2.0,116.0,144.0,10.5,0.0,2,2,1.0,0,0.0,2,2,1.0,94.47,6.70337228564847,0.2,17.946,17.946,170.994,1,0.5,1.0,0.0,0.0,0.0,Delta Air Lines,2,0.5,YHU-YKZ,2,0.5,505.1396071876919,0.0,0.0,2,186.5,116.67261889578035,0,0.0,0.0,0.0,0.0,373.0,2.0,0.0,1.0,0.0,NH Hotel,2,0.5,False,True,False,False,False,False,False,True,543.994,17.946
985,511125,1975-08-14,47.0,F,True,True,canada,quebec,YQB,46.788,-71.398,2023-01-05,204,7,11.857142857142858,0.2857142857142857,88.0,1.4,83.0,168.0,7.5,0.0,2,2,1.0,0,0.0,2,2,1.0,477.5,325.424682837673,0.05,35.3805,35.3805,919.6195,1,0.5,1.0,0.0,1.5,2.1213203435596424,Allegiant Air,2,0.5,YQB-ORD,2,0.5,2780.739754986547,1935.4784763783796,0.0,2,79.5,10.606601717798213,1,0.5,0.2,14.4,14.4,144.6,3.5,2.1213203435596424,1.0,0.0,Choice Hotels,2,0.5,False,True,False,False,False,False,False,False,1064.2195,49.7805
986,511126,1995-12-20,27.0,F,False,False,usa,boston,BOS,42.364,-71.005,2023-01-05,204,9,16.666666666666668,0.5555555555555556,123.22222222222223,1.2857142857142858,12.0,72.0,7.4,0.0,5,3,0.6,0,0.0,3,3,1.0,775.4166666666666,658.389746376212,0.0,0.0,0.0,2326.25,0,0.0,1.3333333333333333,0.5773502691896257,0.6666666666666666,0.5773502691896257,American Airlines,2,0.6666666666666666,BOS-IND,3,0.3333333333333333,3075.2577399429297,1543.90510899313,0.0,5,176.4,114.883854392164,1,0.2,0.1,36.3,36.3,845.7,4.6,1.816590212458495,1.2,0.4472135954999579,Banyan Tree,5,0.2,False,True,False,False,True,False,False,False,3171.95,36.3
987,511140,1983-10-08,39.0,F,False,False,usa,san diego,NZY,32.699,-117.215,2023-01-05,204,8,16.375,0.375,121.5,1.3333333333333333,55.0,55.0,6.333333333333333,0.0,3,1,0.3333333333333333,0,0.0,2,2,1.0,331.345,421.188154213767,0.15,5.028,5.028,657.662,1,0.5,1.5,0.7071067811865476,0.0,0.0,American Airlines,2,0.5,NZY-AUS,2,0.5,1024.666796117438,1198.5399084896196,0.0,2,88.5,41.71930009000631,1,0.5,0.05,5.9,5.9,171.1,16.5,16.263455967290593,1.5,0.7071067811865476,Banyan Tree,2,0.5,False,True,False,False,False,False,False,False,828.762,10.928
988,511142,1982-08-06,40.0,F,True,True,usa,new york,JFK,40.64,-73.779,2023-01-05,204,8,16.5,0.375,122.75,1.6,63.0,63.0,6.0,0.0,3,3,1.0,0,0.0,3,3,1.0,232.08333333333334,170.674223400411,0.0,0.0,0.0,696.25,0,0.0,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,Air France,3,0.3333333333333333,JFK-IND,3,0.3333333333333333,928.2608362250585,337.8412075406901,0.0,3,123.66666666666667,29.93882651897588,0,0.0,0.0,0.0,0.0,371.0,5.0,5.291502622129181,1.3333333333333333,0.5773502691896257,Best Western,3,0.3333333333333333,False,True,False,False,True,False,False,True,1067.25,0.0
989,511145,1993-01-10,30.0,F,False,True,usa,wichita,IAB,37.623,-97.267,2023-01-05,204,8,12.25,0.375,91.25,2.0,90.0,90.0,8.0,0.0,3,1,0.3333333333333333,0,0.0,1,1,1.0,43.19,0.0,0.3999999999999999,17.275999999999996,17.275999999999996,25.914000000000005,1,1.0,1.0,0.0,1.0,0.0,Virgin Atlantic Airways,1,1.0,IAB-OKC,1,1.0,249.75447119269984,0.0,0.0,3,147.66666666666666,104.71071260063763,1,0.3333333333333333,0.1,6.7,6.7,436.3,6.333333333333333,5.8594652770823155,2.0,1.0,Choice Hotels,3,0.3333333333333333,False,True,False,True,False,False,False,False,462.214,23.975999999999996
990,511148,1979-04-14,44.0,F,True,True,usa,new york,LGA,40.777,-73.872,2023-01-05,204,8,13.5,0.375,100.875,1.6,59.0,59.0,5.666666666666667,0.0,3,2,0.6666666666666666,0,0.0,2,2,1.0,650.425,13.300678554118958,0.0,0.0,0.0,1300.85,0,0.0,1.0,0.0,0.0,0.0,Southwest Airlines,2,0.5,LGA-NZY,2,0.5,3700.3964262379727,315.7740490657983,0.0,3,219.66666666666666,126.934366242296,2,0.6666666666666666,0.1,28.95,57.9,601.1,5.333333333333333,4.932882862316247,1.0,0.0,Best Western,3,0.3333333333333333,False,True,False,False,True,False,False,False,1901.95,57.9
991,511160,1981-05-17,42.0,M,True,False,usa,austin,AUS,30.194,-97.67,2023-01-05,204,8,16.875,0.375,126.25,1.6,62.0,174.0,8.666666666666666,0.0,3,2,0.6666666666666666,0,0.0,3,3,1.0,395.77666666666664,57.24569357893512,0.0,0.0,0.0,1187.33,0,0.0,1.0,0.0,0.0,0.0,Delta Air Lines,1,1.0,AUS-DTW,3,0.3333333333333333,2181.605734215597,282.1431663067689,0.0,2,123.0,46.66904755831214,0,0.0,0.0,0.0,0.0,246.0,3.5,2.1213203435596424,1.0,0.0,Conrad,2,0.5,False,True,False,False,True,False,False,True,1433.33,0.0
992,511178,1986-06-04,37.0,F,False,False,usa,new york,LGA,40.777,-73.872,2023-01-05,204,8,21.625,0.5,161.5,1.3333333333333333,50.0,93.0,9.0,0.0,4,3,0.75,0,0.0,3,3,1.0,405.6433333333333,319.177268353079,0.2,20.574,20.574,1196.356,1,0.3333333333333333,1.0,0.0,0.6666666666666666,0.5773502691896257,Air Canada,3,0.3333333333333333,LGA-OKC,3,0.3333333333333333,2264.706284121879,1796.6187147036687,0.0,4,115.0,66.85805860178712,2,0.5,0.175,27.05,54.1,405.9,2.75,0.5,1.0,0.0,Extended Stay,4,0.25,False,True,False,False,False,False,False,False,1602.256,74.674
993,511195,1970-12-19,52.0,F,True,False,usa,tallahassee,TLH,30.396,-84.35,2023-01-05,204,8,19.0,0.25,140.0,1.3333333333333333,53.0,129.0,4.0,0.0,2,1,0.5,0,0.0,1,1,1.0,573.78,0.0,0.0,0.0,0.0,573.78,0,0.0,1.0,0.0,1.0,0.0,United Airlines,1,1.0,TLH-LSQ,1,1.0,3215.122827902472,0.0,0.0,2,182.5,68.58935777509511,0,0.0,0.0,0.0,0.0,365.0,4.0,1.414213562373095,1.5,0.7071067811865476,Marriott,2,0.5,False,True,False,True,True,False,False,True,938.78,0.0
994,511208,1991-01-23,32.0,F,False,False,usa,salt lake city,SLC,40.788,-111.978,2023-01-05,204,8,13.375,0.375,99.5,1.3333333333333333,39.0,39.0,7.333333333333333,0.0,3,3,1.0,0,0.0,3,2,0.6666666666666666,381.49333333333334,135.13944292224,0.1,53.165,53.165,1091.315,1,0.3333333333333333,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,Abu Dhabi Amiri Flight,3,0.3333333333333333,SLC-ORD,3,0.3333333333333333,2237.596073507923,816.7468143433464,0.0,3,309.3333333333333,162.715498135037,0,0.0,0.0,0.0,0.0,928.0,7.333333333333333,2.8867513459481287,1.3333333333333333,0.5773502691896257,Marriott,2,0.6666666666666666,False,True,False,False,False,False,False,True,2019.315,53.165
995,511219,2006-04-05,17.0,F,False,False,usa,phoenix,PHX,33.434,-112.008,2023-01-05,204,8,7.375,0.125,54.75,2.0,110.0,176.0,3.0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,1,103.0,0.0,0,0.0,0.0,0.0,0.0,103.0,2.0,0.0,2.0,0.0,Crowne Plaza,1,1.0,False,True,True,False,True,False,True,True,103.0,0.0
996,511223,1978-12-13,44.0,F,True,True,canada,ottawa,YOW,45.323,-75.669,2023-01-05,204,10,43.0,0.5,891.1,2.0,79.0,128.0,5.75,5.0,4,3,0.75,1,0.25,4,4,1.0,304.9,370.552099305887,0.0,0.0,0.0,914.7,1,0.25,1.4,0.5,1.0,0.816496580927726,American Airlines,3,0.5,YOW-JFK,3,0.5,1635.7339142503108,1708.9393186953316,0.0,3,125.5,88.38834764831844,2,0.6666666666666666,0.15,28.2,28.2,222.8,7.333333333333333,6.110100926607787,1.3333333333333333,0.5773502691896257,NH Hotel,3,0.3333333333333333,False,False,False,False,True,False,False,False,1137.5,28.2
997,511238,1955-04-13,68.0,F,False,False,usa,colorado springs,COS,38.806,-104.7,2023-01-05,204,8,9.5,0.0,70.25,1.6,68.0,938.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,True,True,True,False,True,True,False,True,0.0,0.0
998,511260,1988-06-20,35.0,F,False,True,usa,san jose,SJC,37.362,-121.929,2023-01-05,204,8,19.0,0.25,140.5,1.3333333333333333,56.0,174.0,6.0,0.0,2,1,0.5,0,0.0,1,1,1.0,720.0,0.0,0.0,0.0,0.0,720.0,0,0.0,1.0,0.0,1.0,0.0,Delta Air Lines,1,1.0,SJC-LGA,1,1.0,4124.793560549965,0.0,0.0,2,253.0,156.977705423414,0,0.0,0.0,0.0,0.0,506.0,6.0,1.414213562373095,1.0,0.0,Rosewood,1,1.0,False,True,False,True,True,False,False,True,1226.0,0.0
999,511298,1989-08-21,33.0,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-05,204,8,22.0,0.5,162.625,1.1428571428571428,7.0,45.0,7.75,0.0,4,3,0.75,0,0.0,3,3,1.0,265.7033333333333,127.516201846406,0.0,0.0,0.0,797.11,0,0.0,1.0,0.0,1.0,1.0,Air France,3,0.3333333333333333,JFK-FTW,3,0.3333333333333333,1545.4805670911512,623.6217274503206,0.0,4,129.5,64.23135267660697,1,0.25,0.1,7.2,7.2,510.8,4.75,2.8722813232690143,1.0,0.0,Banyan Tree,4,0.25,False,True,False,False,True,False,False,False,1307.91,7.2
1000,511314,2001-04-08,22.0,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-05,204,9,17.11111111111111,0.3333333333333333,126.88888888888889,1.2857142857142858,16.0,16.0,73.0,0.0,3,2,0.6666666666666666,0,0.0,2,2,1.0,957.45,234.97158338829,0.0,0.0,0.0,1914.9,0,0.0,1.5,0.7071067811865476,0.5,0.7071067811865476,Delta Air Lines,2,0.5,LAX-ATL,2,0.5,3550.0152232765895,599.9017842982169,0.0,3,129.0,62.74551776820397,0,0.0,0.0,0.0,0.0,387.0,6.0,6.928203230275509,1.0,0.0,Aman Resorts,3,0.3333333333333333,False,True,False,False,True,False,False,True,2301.9,0.0
1001,511326,1982-08-27,40.0,F,True,False,usa,seattle,BFI,47.53,-122.302,2023-01-05,204,8,16.375,0.375,121.0,1.1428571428571428,26.0,106.0,8.666666666666666,0.0,3,3,1.0,0,0.0,3,3,1.0,466.1433333333333,198.963465071689,0.35,168.546,168.546,1229.884,1,0.3333333333333333,1.0,0.0,0.6666666666666666,0.5773502691896257,American Airlines,3,0.3333333333333333,BFI-LGA,3,0.3333333333333333,2737.4410243004563,1170.3330081289466,0.0,3,122.33333333333333,82.98393418809049,0,0.0,0.0,0.0,0.0,367.0,3.6666666666666665,0.5773502691896257,1.0,0.0,Choice Hotels,3,0.3333333333333333,False,True,False,False,False,False,False,True,1596.884,168.546
1002,511328,1990-04-16,33.0,M,True,True,usa,phoenix,LUF,33.535,-112.383,2023-01-05,204,8,11.375,0.25,84.375,1.6,66.0,120.0,4.5,0.0,2,1,0.5,0,0.0,1,1,1.0,407.38,0.0,0.0,0.0,0.0,407.38,0,0.0,1.0,0.0,0.0,0.0,Southwest Airlines,1,1.0,LUF-BNA,1,1.0,2356.8773430529754,0.0,0.0,2,90.0,11.313708498984761,1,0.5,0.05,4.9,4.9,175.1,7.0,7.0710678118654755,1.0,0.0,Hilton,1,1.0,False,True,False,True,True,False,False,False,582.48,4.9
1003,511331,1976-08-16,46.0,F,False,True,canada,calgary,YYC,51.114,-114.02,2023-01-05,204,9,30.22222222222222,0.8888888888888888,922.8888888888889,1.2857142857142858,4.0,13.0,34.285714285714285,187.0,7,5,0.7142857142857143,1,0.14285714285714285,7,7,1.0,645.2583333333333,572.54843772092,0.15,76.83,76.83,3794.72,2,0.2857142857142857,1.5,1.1338934190276817,0.5714285714285714,1.1338934190276817,Condor Flugdienst,6,0.14285714285714285,YYC-MUC,7,0.14285714285714285,1906.0952315967277,2429.009719008763,0.0,5,277.8,242.622546355445,2,0.4,0.075,20.375,40.75,1348.25,1.4,0.8944271909999159,1.6,1.3416407864998738,Best Western,4,0.4,False,False,False,False,False,False,False,False,5142.97,117.58
1004,511364,1986-03-07,37.0,F,False,True,usa,new york,JFK,40.64,-73.779,2023-01-05,204,8,28.125,0.375,208.875,2.6666666666666665,130.0,166.0,7.666666666666667,0.0,3,3,1.0,0,0.0,3,3,1.0,483.63,99.41293628094887,0.0,0.0,0.0,1450.89,0,0.0,1.0,0.0,0.6666666666666666,0.5773502691896257,AirTran Airways,3,0.3333333333333333,JFK-DEN,3,0.3333333333333333,2725.3546471085688,503.87326100832854,0.0,3,198.33333333333334,93.76744282176695,0,0.0,0.0,0.0,0.0,595.0,2.3333333333333335,1.5275252316519468,1.0,0.0,Aman Resorts,3,0.3333333333333333,False,True,False,False,True,False,False,True,2045.89,0.0
1005,511377,1959-03-11,64.0,F,True,False,canada,gatineau,YND,45.521,-75.564,2023-01-05,204,8,18.75,0.25,140.75,1.6,58.0,119.0,12.5,0.0,2,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MISSING,0,0.0,MISSING,0,0.0,0.0,0.0,0.0,2,344.5,180.31222920257,0,0.0,0.0,0.0,0.0,689.0,4.0,2.8284271247461903,1.0,0.0,Banyan Tree,2,0.5,False,True,True,False,True,False,False,True,689.0,0.0
1006,511379,1976-01-19,47.0,F,False,False,canada,montreal,YUL,45.468,-73.741,2023-01-05,204,9,14.333333333333334,0.3333333333333333,107.33333333333333,1.2857142857142858,17.0,17.0,6.0,0.0,3,3,1.0,0,0.0,3,3,1.0,228.14666666666668,195.886306140407,0.15,4.272,4.272,680.168,1,0.3333333333333333,1.0,0.0,1.0,0.0,Air Canada,3,0.3333333333333333,YUL-DAL,3,0.3333333333333333,1257.367709643487,1136.924201700968,0.0,3,155.66666666666666,100.0116659861905,0,0.0,0.0,0.0,0.0,467.0,3.0,2.6457513110645907,1.0,0.0,Conrad,3,0.3333333333333333,False,True,False,False,False,False,False,True,1147.168,4.272
1007,511397,1987-06-11,36.0,F,False,True,usa,new york,LGA,40.777,-73.872,2023-01-05,204,9,19.22222222222222,0.5555555555555556,143.22222222222223,1.5,38.0,57.0,6.4,0.0,5,5,1.0,0,0.0,5,5,1.0,403.504,218.493833047983,0.05,11.167,11.167,2006.353,1,0.2,1.6,1.3416407864998738,0.2,0.4472135954999579,United Airlines,3,0.6,LGA-ORD,4,0.4,1884.220652484324,1389.137312295337,0.0,5,201.2,152.912393219124,0,0.0,0.0,0.0,0.0,1006.0,2.8,2.4899799195977463,1.6,1.3416407864998738,Extended Stay,5,0.2,False,True,False,False,False,False,False,True,3012.353,11.167
1008,511398,1984-05-11,39.0,M,True,False,usa,los angeles,LAX,33.942,-118.408,2023-01-05,204,8,26.25,0.625,194.375,1.1428571428571428,26.0,26.0,10.6,0.0,5,5,1.0,0,0.0,5,4,0.8,391.89,156.361610537881,0.0,0.0,0.0,1959.45,0,0.0,1.0,0.0,0.6,0.5477225575051661,American Airlines,4,0.4,LAX-HOU,4,0.4,2635.2681129438884,682.4405081283026,0.0,5,216.8,204.386154129873,2,0.4,0.175,20.5,41.0,1043.0,5.0,2.9154759474226504,1.0,0.0,Conrad,4,0.4,False,True,False,False,True,False,False,False,3002.45,41.0
1009,511399,1975-12-23,47.0,F,True,True,usa,san diego,NZY,32.699,-117.215,2023-01-05,204,9,12.666666666666666,0.2222222222222222,94.44444444444444,1.5,45.0,134.0,8.5,0.0,2,1,0.5,0,0.0,2,2,1.0,660.355,109.79246991483524,0.0,0.0,0.0,1320.71,0,0.0,1.0,0.0,0.5,0.7071067811865476,AirTran Airways,2,0.5,NZY-LGA,2,0.5,3364.5818784345747,802.1688943838013,0.0,1,65.0,0.0,0,0.0,0.0,0.0,0.0,65.0,7.0,0.0,1.0,0.0,Crowne Plaza,1,1.0,False,True,False,False,True,False,True,True,1385.71,0.0
1010,511418,1971-12-07,51.0,F,True,True,usa,new york,JFK,40.64,-73.779,2023-01-05,204,8,12.625,0.25,94.125,1.6,73.0,168.0,9.5,0.0,2,1,0.5,0,0.0,2,2,1.0,736.58,0.9475230867899737,0.25,183.9775,183.9775,1289.1825,1,0.5,1.0,0.0,0.5,0.7071067811865476,American Airlines,2,0.5,JFK-LAX,2,0.5,3974.209842999768,0.0,0.0,1,128.0,0.0,1,1.0,0.1,12.8,12.8,115.2,5.0,0.0,1.0,0.0,Choice Hotels,1,1.0,False,True,False,False,False,False,True,False,1404.3825,196.7775
1011,511424,1980-06-02,43.0,F,False,False,usa,nashville,BNA,36.124,-86.678,2023-01-05,204,8,13.125,0.25,96.5,1.3333333333333333,40.0,40.0,9.5,0.0,2,1,0.5,0,0.0,1,1,1.0,375.26,0.0,0.0,0.0,0.0,375.26,0,0.0,1.0,0.0,0.0,0.0,American Airlines,1,1.0,BNA-DMA,1,1.0,2264.3603474363963,0.0,0.0,2,148.5,51.61879502661797,0,0.0,0.0,0.0,0.0,297.0,8.0,9.899494936611665,1.0,0.0,Conrad,2,0.5,False,True,False,True,True,False,False,True,672.26,0.0
1012,511433,1974-01-07,49.0,F,True,False,usa,orlando,MCO,28.429,-81.316,2023-01-05,204,9,13.333333333333334,0.5555555555555556,99.66666666666667,1.5,33.0,33.0,8.0,0.0,5,3,0.6,0,0.0,4,4,1.0,502.0875,294.38218915496,0.0,0.0,0.0,2008.35,0,0.0,1.5,0.5773502691896257,0.75,0.5,American Airlines,2,0.75,MCO-LAX,4,0.25,2311.097559850081,1743.951337474173,0.0,4,123.5,30.315012782448235,2,0.5,0.175,18.7,37.4,456.6,5.25,4.9916597106239795,1.5,0.5773502691896257,Best Western,4,0.25,False,True,False,False,True,False,False,False,2464.95,37.4
1013,511440,1982-06-22,41.0,F,False,False,usa,st. louis,STL,38.748,-90.36,2023-01-05,204,8,17.375,0.25,131.75,1.1428571428571428,25.0,156.0,7.5,0.0,2,2,1.0,0,0.0,2,2,1.0,310.165,139.632376080908,0.0,0.0,0.0,620.33,0,0.0,1.0,0.0,0.5,0.7071067811865476,Air Canada,2,0.5,STL-YYC,2,0.5,1688.2920408488062,862.4159602210951,0.0,2,161.0,98.99494936611666,0,0.0,0.0,0.0,0.0,322.0,3.5,0.7071067811865476,1.0,0.0,Hilton,2,0.5,False,True,False,False,True,False,False,True,942.33,0.0
1014,511455,1987-05-20,36.0,F,False,False,canada,montreal,YMX,45.68,-74.039,2023-01-05,204,8,17.625,0.375,132.125,1.1428571428571428,23.0,23.0,7.0,0.0,3,1,0.3333333333333333,0,0.0,3,3,1.0,515.46,166.612711699918,0.0,0.0,0.0,1546.38,0,0.0,1.0,0.0,0.6666666666666666,0.5773502691896257,American Airlines,2,0.6666666666666666,YMX-DEN,3,0.3333333333333333,2933.2676956060336,892.3506194274238,0.0,1,161.0,0.0,0,0.0,0.0,0.0,0.0,161.0,3.0,0.0,1.0,0.0,Four Seasons,1,1.0,False,True,False,False,True,False,True,True,1707.38,0.0
1015,511469,1967-04-14,56.0,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-05,204,8,11.75,0.375,87.375,1.3333333333333333,47.0,47.0,11.0,0.0,3,1,0.3333333333333333,0,0.0,2,2,1.0,355.785,45.16291011438479,0.0,0.0,0.0,711.57,0,0.0,1.0,0.0,1.0,0.0,American Airlines,2,0.5,LAX-EFD,2,0.5,2075.4596119997336,239.3821459140558,0.0,2,127.5,36.062445840513924,0,0.0,0.0,0.0,0.0,255.0,3.5,0.7071067811865476,1.0,0.0,Marriott,2,0.5,False,True,False,False,True,False,False,True,966.57,0.0
1016,511489,1981-06-03,42.0,F,True,False,usa,louisville,LOU,38.228,-85.664,2023-01-05,204,8,19.75,0.375,147.5,1.3333333333333333,31.0,44.0,8.0,0.0,3,1,0.3333333333333333,0,0.0,1,1,1.0,1052.13,0.0,0.0,0.0,0.0,1052.13,0,0.0,2.0,0.0,1.0,0.0,Allegiant Air,1,1.0,LOU-SFO,1,1.0,3199.4406768334766,0.0,0.0,3,164.0,101.57263410978372,1,0.3333333333333333,0.15,38.4,38.4,453.6,5.333333333333333,4.932882862316247,1.3333333333333333,0.5773502691896257,Best Western,3,0.3333333333333333,False,True,False,True,True,False,False,False,1505.73,38.4
1017,511502,1977-06-27,46.0,M,True,True,usa,milwaukee,MKE,42.947,-87.896,2023-01-05,204,10,20.3,0.2,150.5,1.6666666666666667,35.0,129.0,7.0,0.0,2,2,1.0,0,0.0,2,2,1.0,307.235,241.370899758028,0.0,0.0,0.0,614.47,0,0.0,1.0,0.0,1.0,0.0,Porter Airlines,2,0.5,MKE-LSQ,2,0.5,1758.2942033512206,1502.4146054266607,0.0,2,255.5,238.294985259867,0,0.0,0.0,0.0,0.0,511.0,6.0,5.656854249492381,1.0,0.0,Accor,2,0.5,False,True,False,False,True,False,False,True,1125.47,0.0
